package,N
dbrobust,58
seroreconstruct,58
TensorMCMC,58
sgPLS,58
MUS,58
BTTL,58
RHSDB,58
CIM,58
ecotoxicology,58
GECal,58
GOFShiny,58
GroupBN,58
GenomicSig,58
lexiconPT,58
DIME,58
michelRodange,58
NBDdirichlet,58
OTE,58
mkssd,58
noncomplyR,58
RFlocalfdr,58
MultiFit,58
boxTest,58
ciphertext,58
FuzzyQ,58
powerindexR,58
GeneScoreR,58
RRMLRfMC,58
simpletex,58
manydist,58
lobsteR,58
zoomgrid,58
PSGD,58
rbtc,58
Rmodule,58
rsf,58
onadata,58
PersomicsArray,58
moult,58
pixels,58
ppRep,58
IPEC,58
PopulateR,58
ProSportsDraftData,58
diveR,58
ggdmcHeaders,58
UniExactFunTest,58
bfcluster,58
ROI.plugin.ipop,58
exteriorMatch,58
FitDynMix,58
geonode4R,58
GFisher,58
Rsomoclu,58
pharmaversesdtmjnj,58
R1magic,58
RDota2,58
redistverse,58
RobustANOVA,58
robustsur,58
rocnp,58
ROpenFIGI,58
roxigraph,58
roxytypes,58
rvif,58
SAMTx,58
SampleSizeProportions,58
SaturnCoefficient,58
script,58
scorematchingad,58
SDT,58
segRDA,58
SeqMADE,58
sgee,58
SKNN,58
SINRELEF.LD,58
smvr,58
SPSL,58
stlTDNN,58
StrathE2E2,58
strat,58
simboot,58
EvaluationMeasures,58
pawacc,58
pbANOVA,58
RApiDatetime,58
kpcaIG,58
likelihoodTools,58
xlcutter,58
Umoments,58
Poly4AT,58
irtawsi,58
ehaGoF,58
jointCompRisk,58
lue,58
march,58
LZeroSpikeInference,58
LeMaRns,58
LindenmayeR,58
vatcheckapi,58
phylocanvas,58
pmledecon,58
CoinMinD,58
DPI,58
hipecR,58
JCRImpactFactor,58
nofrills,58
vvtermtime,58
minSNPs,58
mmconvert,58
OneSampleLogRankTest,58
TaxicabCA,58
UNPaC,58
MorphSim,58
subtools,58
svSweave,58
TBFmultinomial,58
tetraclasse,58
tsentiment,58
tsLSTMx,58
pixelclasser,58
pKSEA,58
plfm,58
DBModelSelect,58
impimp,58
xgrove,58
SANvi,58
INTRIGUE,58
JSparO,58
LipidomicsR,58
matrixProfile,58
mod,58
OptimalTiming,58
QRank,58
Ricrt,58
ScaleSpikeSlab,58
SECFISH,58
spcr,58
LoopAnalyst,58
NovelDistns,58
MCTrend,58
wcep,58
sparseLRMatrix,58
rashnu,58
WeibullFit,58
SCEPtERbinary,58
iMediate,58
ukhsadatR,58
ZLAvian,58
llmclean,58
WeatherSentiment,58
SmokingHistoryGenerator,58
SOMMD,58
ordinalRR,58
webuse,58
TPAC,58
GPTreeO,58
RKEAjars,58
kvkapiR,58
timedeppar,58
locateip,58
CanonicalFamilyExtra,58
CustosAscensor,58
pgTools,58
phenmod,58
pccc,58
WeibullR.ALT,58
T2Qv,58
DelayedEffect.Design,58
uotm,58
wISAM,58
multisom,58
rDataPipeline,58
probcal,58
GRSxE,57
HCR,57
hcandersenr,57
highlightHTML,57
corlink,57
ibelief,57
linERR,57
midastouch,57
spreval,57
snSMART,57
responsePatterns,57
RSizeBiased,57
personr,57
kosel,57
GWI,57
somaticflags,57
sSDR,57
Observation,57
MRTSampleSize,57
cosCorr,57
customknitrender,57
dtaudit,57
dTBM,57
focusedMDS,57
FertNet,57
StructureMC,57
muir,57
tutorizeR,57
belex,57
mllrnrs,57
scoringfunctions,57
scatr,57
emov,57
urlparse,57
WaMaSim,57
PSDistr,57
RapidPolygonLookup,57
RCALI,57
regport,57
rgtmx,57
rMIDAS2,57
OPC,57
OTBsegm,57
pedMermaid,57
peptoolkit,57
pcLasso,57
predtoolsTS,57
precisePlacement,57
quantregRanger,57
comphy,57
minb,57
marginme,57
rdwplus,57
long2lstmarray,57
bundesligR,57
chronometre,57
DescriptiveWH,57
fbardl,57
GAPR,57
glmfitmiss,57
glmmFEL,57
GMMinit,57
rPackedBar,57
Rtwalk,57
ScriptMapR,57
sensmediation,57
sessioncheck,57
sglasso,57
sleekts,57
sinar,57
SingleArmMRCT,57
smoothtail,57
slr,57
SoilTesting,57
sqlm,57
Sstack,57
stochcorr,57
DPCD,57
npmr,57
SEARS,57
MMeM,57
flexiblas,57
Orangutan,57
orcamentoBR,57
Rbent,57
wppExplorer,57
WtTopsis,57
wfindr,57
QuantileNPCI,57
tempR,57
optional,57
nlpembeds,57
ramchoice,57
seqICP,57
josaplay,57
SanFranBeachWater,57
zfa,57
tvtools,57
collett,57
imageviewer,57
tracenma,57
LeafArea,57
WaveletGBM,57
cohetsurr,57
DEmixR,57
DIRMR,57
HLSM,57
hkevp,57
hetsurrSurv,57
highriskzone,57
hydReng,57
hyperbolicDEA,57
jaggR,57
llogistic,57
vscc,57
monitOS,57
nblR,57
onsr,57
survRM2perm,57
ORTH.Ord,57
oaPlots,57
strs,57
streambugs,57
SurrogateTest,57
swa,57
tetrascatt,57
TML,57
nasadata,57
mxkssd,57
Dogoftest,57
multiRL,57
putior,57
ifctools,57
SIT,57
picR,57
NeutroRCDsAnalysis,57
kernhaz,57
UStatBookABSC,57
vvdoctor,57
LJmp3converter,57
Mapinguari,57
metabodecon,57
port4me,57
psSubpathway,57
Q7,57
QAIG,57
rlfsm,57
rmdHelpers,57
robreg3S,57
secrettext,57
knotR,57
cumprinc,57
vaRiskScore,57
SFtools,57
xmlwriter,57
condensr,57
salty,57
hwde,57
tidysummary,57
tvgarch,57
xnet,57
tidyplate,57
TSVC,57
votesys,57
xSub,57
gps.track,57
saeHB.ME,57
walkscore,57
epxToR,57
gdi,57
ILRCM,57
Tejapi,57
messaging,57
Inflongitudinal,57
wcox,57
eurlex,57
CGP,56
missalpha,56
corpmetrics,56
ibb,56
STARTdesign,56
experimentr,56
OutcomeWeights,56
IIProductionUnknown,56
jcalendaR,56
TrueWAP,56
ectotemp,56
finto,56
fplyr,56
friendlynumber,56
gconsensus,56
gendist,56
Gini,56
glvmfit,56
gLRTH,56
RegAssure,56
ONEST,56
OSDR,56
rationalfun,56
blox,56
CortSineScore,56
evenBreak,56
ExNRuleEnsemble,56
matrixmodp,56
psvmSDR,56
glmMisrep,56
MKclass,56
WaveletKNN,56
MetabolicSyndrome,56
rangemodelR,56
reportReg,56
RMixpanel,56
rquest,56
opendotaR,56
OSsurvival,56
pgam,56
popsom7,56
multifwf,56
QuadRoot,56
quickregression,56
redbookperu,56
ipanema,56
numKM,56
binest,56
dtreg,56
footballpenaltiesBL,56
FractalParameterEstimation,56
gfunctions,56
ggdmcModel,56
RegCombin,56
ROCnGO,56
rtrends,56
Rtumblr,56
rtiktoken,56
RWildbook,56
sdf.test,56
seguid,56
semEffect,56
SeqAlignR,56
sewage,56
simplifyNet,56
snazzieR,56
SoyURT,56
sparkavro,56
sqlstrings,56
sra,56
staticryptR,56
stcov,56
stoppingrule,56
stopmotion,56
ksrlive,56
statprograms,56
LoTTA,56
MMLR,56
SpatMCA,56
tabler,56
deepImp,56
MMDai,56
ironseed,56
npANCOVA,56
TTS,56
spfa,56
MCMC4Extremes,56
tinythemes,56
RCNA,56
rPowerSampleSize,56
hpcwld,56
IDSL.FSA,56
tightenBlock,56
platowork,56
traveltimeR,56
IPPP,56
ISS,56
lamle,56
mpae,56
Immigrate,56
NetDA,56
MINTplates,56
ppgam,56
GowerSom,56
horsey,56
int3ract,56
IDSL.CSA,56
iRegression,56
IVPP,56
trouBBlme4SolveR,56
mMPA,56
multiCCA,56
nlstac,56
OPSR,56
CBT,56
shinyproxyLogs,56
tidyDenovix,56
WaveletML,56
toro,56
genemodel,56
TDIagree,56
SurrogateBMA,56
svytest,56
SumcaVer1,56
TCIApathfinder,56
TapeS,56
TestsSymmetry,56
tgcd,56
thames,56
lpanda,56
uscoauditlog,56
UAHDataScienceUC,56
uxr,56
MWright,56
OptHedging,56
R4CouchDB,56
TopicScore,56
shinyKnobs,56
unival,56
lingdist,56
ratios,56
IASD,56
LeArEst,56
listr,56
LiftTest,56
mlsurvlrnrs,56
oecdoda,56
otrKM,56
qrjoint,56
Rnest,56
rodd,56
shinyMonacoEditor,56
LREP,56
spdownscale,56
textanalyzer,56
mewAvg,56
RAPTOR,56
sparsestep,56
Voss,56
medparser,56
kriens,56
verhoeff,56
VLMCX,56
wec,56
TheseusPlot,56
vntrs,56
vtype,56
waver,56
NSO1212,56
rkvo,56
JMI,56
semgram,56
mcrPioda,56
LOCOM2,56
col2hex2col,56
codewhere,56
psoptim,56
dhsage,56
VALIDICLUST,56
prototest,56
uni.survival.tree,56
VARSELECTEXPOSURE,56
ibmAcousticR,56
rarms,56
vegdata,56
ipf,56
gravityGE,55
HighestMedianRules,55
ifpd,55
pwrAB,55
PreProcessing,55
ringostat,55
readmoRe,55
eadrm,55
evt0,55
findInGit,55
freshr,55
gcTensor,55
getwiki,55
Hassani.Silva,55
gwbr,55
hdthreshold,55
genCountR,55
modernVA,55
rplotengine,55
xptr,55
tensorsparse,55
sudoku,55
ExpDE,55
GDILM.ME,55
rqcanon,55
pCalibrate,55
oii,55
WaveletETS,55
RolWinWavCor,55
qGaussian,55
replacer,55
requiRements,55
rgsrs,55
ReadDIM,55
rjdworkspace,55
RMSD,55
ProliferativeIndex,55
Rramas,55
opa,55
histmdl,55
permutest,55
perutimber,55
PenIC,55
peopleanalytics,55
pretestcad,55
metsyn,55
viralx,55
MHTmult,55
MHTdiscrete,55
sanon,55
PMLE4SCR,55
openholidaysR,55
FastHamming,55
FGalgorithm,55
funbootband,55
GPCsign,55
R2DT,55
r2fireworks,55
radous,55
Rivivc,55
roccv,55
roundyh,55
PDSCE,55
rTRIPLEXCWFlux,55
ScatterDensity,55
ShapeChange,55
shinyIRT,55
SimtablR,55
SlidingWindows,55
snem,55
snn,55
splitSelect,55
SplitWise,55
stagedtrees,55
maxmatching,55
interface,55
ordinalgmifs,55
SSplots,55
rpca,55
wsbackfit,55
wsjplot,55
kehra,55
FDOTT,55
rprofile,55
erp.easy,55
warpMix,55
tsallisqexp,55
streamsampler,55
nplplot,55
tkImgR,55
supercompress,55
isoSurv,55
ISCAM,55
EQUALencrypt,55
Kcop,55
garray,55
mapStats,55
CustomerScoringMetrics,55
MICsplines,55
onmaRg,55
POMS,55
power.transform,55
delaydiscount,55
iplookupapi,55
PTSDdiag,55
XRSCC,55
pttstability,55
mmints,55
mmibain,55
MOSAlloc,55
RPEnsemble,55
MultiGroupSequential,55
mwa,55
noia,55
PanelTM,55
MRMCsamplesize,55
CBPE,55
yll,55
swaprinc,55
zipR,55
tidyrstats,55
washdata,55
TSLA,55
ustyc,55
mstclustering,55
mStats,55
pasteAsComment,55
HeterFunctionalData,55
UPSvarApprox,55
valueEQ5D,55
MSCCT,55
inphr,55
jrich,55
kisopenapi,55
MultiResponseR,55
RLoptimal,55
robqda,55
shinyNORRRM,55
varoc,55
rBahadur,55
SCEnt,55
IDSL.UFAx,55
SymTS,55
QLearning,55
bssbinom,55
mvcor,55
rTableICC,55
CUMP,55
protoshiny,55
ShapeSelectForest,55
eqtesting,55
syllabifyr,55
epilogi,55
sylcount,55
ViSe,55
WEGE,55
wig,55
tsxtreme,55
vocaldia,55
sensitivityIxJ,55
signibox,55
freqdist,55
modehunt,55
dfCompare,55
evilDice,55
Kpart,55
jipApprox,55
MissingHandle,55
tidydelta,55
IDSL.NPA,55
IDSL.UFA,55
lmmot,55
benford,55
collegeScorecard,55
oenb,55
promr,55
networkR,55
MLGdata,55
rdaisi,55
GeoVersa,55
frapplot,54
GRCRegression,54
voigt,54
decision,54
shinykanban,54
population,54
TwoPhaseCorR,54
vvbitwarden,54
optsize,54
ecode,54
excel2eprime,54
FMP,54
FMCensSkewReg,54
fromhere,54
gclink,54
dispersionIndicators,54
regplot,54
QCEWAS,54
SHAPBoost,54
Monte.Carlo.se,54
SPPcomb,54
previsionio,54
mooplot,54
rhymer,54
tidystopwords,54
easyScieloPack,54
freedom,54
FRCI,54
KWCChangepoint,54
maskr,54
manifesto,54
redcas,54
RanglaPunjab,54
rcolors,54
QCApro,54
renpow,54
repello,54
rerandPower,54
RGoogleFit,54
fastcmprsk,54
RSBJson,54
kdps,54
myownrobs,54
perspectev,54
penalizedclr,54
msaeHB,54
predictrace,54
quadmatrix,54
qwalkr,54
libdeflate,54
recurrentpseudo,54
ReDirection,54
SIP,54
folders,54
shadowr,54
HTSeed,54
rmargint,54
bwd,54
extlasso,54
ezr,54
gaussfacts,54
PreProcessRecordLinkage,54
wordler,54
rdoxygen,54
rdstagger,54
RDStreeboot,54
Rfuzzycoco,54
rgenius,54
roughsf,54
rviewgraph,54
RxnSim,54
samplex,54
scBSP,54
shinyCyJS,54
SIGN,54
SLPresElection,54
smashr,54
SMASH,54
SNBdata,54
SSsimple,54
storywranglr,54
summariser,54
sistmr,54
wsprv,54
xactonomial,54
whapi,54
vfunc,54
min2HalfFFD,54
MultANOVA,54
Oncofilterfast,54
UniIsoRegression,54
latcontrol,54
TPACData,54
privacyR,54
LSVAR,54
izmir,54
jot,54
journalR,54
featForge,54
FIRM,54
gds,54
ppdiag,54
DLMRMV,54
doseSens,54
HEtools,54
irls,54
jage,54
pickmax,54
speechmatics,54
pwranova,54
CombinePortfolio,54
minimap,54
moonboot,54
nonprobsvy,54
nolock,54
GGenemy,54
vfinputs,54
CC,54
rsocialwatcher,54
MSMU,54
LRQVB,54
surrosurvROC,54
SVN,54
tdcmStan,54
taxnames,54
URooTab,54
waspasR,54
RFLPtools,54
templr,54
naptanr,54
neatR,54
onelogin,54
valentine,54
plinkFile,54
infotest,54
symMCD,54
sakura,54
LearnClust,54
microCRAN,54
NPCox,54
portn,54
pylintR,54
PsyControl,54
RPEXE.RPEXT,54
waved,54
vfprogression,54
tidymodlr,54
StateLevelForest,54
globe,54
UnivRNG,54
genderapi,54
phenolocrop,54
SCFMonitor,54
racir,54
ROptimus,54
RSStest,54
SurvEval,54
organizr,54
TNC,54
vietnameseConverter,54
CUtools,54
semicontMANOVA,54
WMAP,54
sperich,54
SEAGLE,54
sg,54
Kurt,54
bootruin,54
manta,54
PhySortR,54
mvhist,54
mopac,54
clusterGGM,54
midas,54
schwabr,54
socialrisk,54
quantbayes,54
data4health,54
EpiScopeK,54
CoxMK,53
IBFS,53
rrat,53
OmicsPrepR,53
treeDbalance,53
MVNBayesian,53
sccr,53
gchartsmap,53
GreyModel,53
GUEST,53
GWsignif,53
NGBVS,53
tastyR,53
vegetablesSriLanka,53
ismtchile,53
irtbem2pl,53
DRPT,53
USP,53
hdsvm,53
PGaGEV,53
skiftiTools,53
PScr,53
SCINA,53
RcppFarmHash,53
readme2vignette,53
rMultiNet,53
Rrdap,53
monoreg,53
pingers,53
pixr,53
veccompare,53
viking,53
managelocalrepo,53
meddra.read,53
geopsych,53
TroublemakeR,53
robustSFA,53
savonliquide,53
SCperf,53
SDGdetector,53
SequentialDesign,53
SIMPLICA,53
SlotLim,53
smfsb,53
SPADAR,53
SpuriousMemory,53
Trendtwosub,53
tsSelect,53
LearnSL,53
MCID,53
whatthreewords,53
PathwayVote,53
netie,53
spectralGP,53
pop.wolf,53
once,53
MLSP,53
kuiper.2samp,53
makeunique,53
SANple,53
PPCDT,53
varband,53
mwmapdata,53
survmixer,53
IrishDirectorates,53
IRTBEMM,53
kerDAA,53
kmeRtone,53
LCCkNN,53
EXRQ,53
pvclass,53
polykde,53
KTensorGraphs,53
InspectionPlanner,53
ivd,53
ValidationExplorer,53
xtdhcoint,53
mmeln,53
MOST,53
NAC,53
nadaverse,53
nlfh,53
QregBB,53
panelWranglR,53
timeordered,53
SASdates,53
kaigiroku,53
streetscape,53
stressr,53
SurveyStat,53
TooManyCellsR,53
TMDb,53
TUWmodel,53
matchFeat,53
mtvc,53
pbbd,53
lvimp,53
NestedMenu,53
easyAHP,53
taber,53
tickr,53
logos,53
NPCDTools,53
optimalThreshold,53
qape,53
rconfig,53
ROI.plugin.clarabel,53
TrueSkillThroughTime,53
PhytosanitaryCalculator,53
symbol.equation.gpt,53
tigreBrowserWriter,53
sitools,53
intRegGOF,53
stepmetrics,53
glorenz,53
RMAT,53
SMARTp,53
tigers,53
sim2Dpredictr,53
spellcheckr,53
NetExplorer,53
typeR,53
varSel,53
saeHB.unit,53
PHENIX,53
vardiag,53
UEI,53
MRMCbinary,53
tinsel,53
mlelod,53
CovCorTest,53
oglcnac,53
oews2021,53
imdbapi,53
SimDissolution,53
SSRA,53
treediff,53
tspmeta,53
DELTD,53
gWidgetstcltk,53
UWHAM,52
SensitivityCaseControl,52
hann,52
SPreg,52
ProbSamplingI,52
rkafkajars,52
testtwice,52
AnnuityRIR,52
curvecomp,52
FactChar,52
forested,52
foundry,52
funviewR,52
gclm,52
semdrw,52
NNMIS,52
Nmix,52
OGI,52
messy,52
StatTools,52
Rnvd3,52
ImCluster,52
convertBCD,52
descsuppRplots,52
oro.pet,52
scrappy,52
prepost,52
strength,52
psHarmonize,52
qcrlscR,52
regRSM,52
reproresearchR,52
rrandvec,52
vitality,52
pacviz,52
PhilipsHue,52
ppweibull,52
predhy.GUI,52
R.AlphA.Home,52
quietR,52
QTE.RD,52
mgpStreamingSDK,52
Mhorseshoe,52
nbconvertR,52
suRface.analytics,52
RiverBuilder,52
statswalesr,52
spheresmooth,52
bushtucker,52
descomponer,52
stratbr,52
ExtMallows,52
extraterrestrial,52
favr,52
Fstability,52
ggdmcLikelihood,52
GomoGomonoMi,52
googler,52
regextable,52
robustbetareg,52
Romeb,52
RoundAndRound,52
rsnell,52
scriptexec,52
scrobbler,52
seqmon,52
settingsSync,52
simuclustfactor,52
SIRE,52
SOR,52
splinetrials,52
spMC,52
stoichcalc,52
odyssey,52
MRQoL,52
ordinalLBM,52
riceware,52
hdqr,52
workspace,52
wget,52
widals,52
listWithDefaults,52
upndown,52
violinplotter,52
softbib,52
schemate,52
novelforestSG,52
nortestARMA,52
RolWinMulCor,52
invitroTKdata,52
equiBSPD,52
EWS,52
mExplorer,52
FVDDPpkg,52
gageRR,52
lettervalue,52
LFDR.MLE,52
plotlsirm,52
presentes,52
dpdr,52
GLMBasedRaschEstimation,52
idmact,52
jdenticon,52
MDSPCAShiny,52
vstsr,52
sfinx,52
tipitaka.critical,52
rAverage,52
OdysseusSurvivalModule,52
mixedbiastest,52
tpwb,52
jvcoords,52
TVMVP,52
mSimCC,52
msu,52
mueRelativeRisk,52
NBR,52
pkgnews,52
rollbar,52
HDGLM,52
digitalPCR,52
documentosbr,52
iRoCoDe,52
purging,52
maxent.ot,52
nonsmooth,52
PoSIAdjRSquared,52
rise,52
RLogicalOps,52
rpc,52
MacroZooBenthosWaterA,52
RsqMed,52
xtvfreg,52
hindexcalculator,52
SMMAL,52
mcstatsim,52
trustedtimestamping,52
cloudUtil,52
rLTP,52
sanketphonetictranslator,52
tsriadditive,52
rameritrade,52
VertexSimilarity,52
vennplot,52
tinyspotifyr,52
SpatialRoMLE,52
GWASbyCluster,52
T2EQ,52
gpyramid,52
hrtlFMC,52
gesca,52
WeightMyItems,52
IDSL.SUFA,52
LJexm,52
MARMoT,52
ribiosGraph,52
CGR,51
choosepc,51
hollr,51
hydroDCindex,51
IgorR,51
miebl,51
vws,51
survivalsurrogate,51
EWOC.Comb,51
obsSens,51
scribe,51
colorr,51
nestedcv,51
figir,51
GOFclustering,51
EMSNM,51
SigOptR,51
smartDesign,51
MvBinary,51
flipdownr,51
flipdownWidgets,51
etsi,51
MedZIsc,51
tinylens,51
RANKS,51
RcppDPR,51
rhcoclust,51
readMLData,51
RPublica,51
Rsampling,51
openblender,51
outcomerate,51
Pinference,51
PriorGen,51
jcp,51
PAS,51
utc,51
lenght,51
Ts,51
fitPlotR,51
pluscode,51
GmptzCurve,51
gmresls,51
resumiR,51
RobustMetrics,51
RWNN,51
samplingin,51
scrollrevealR,51
scrapeR,51
SLFPCA,51
smetlite,51
sonicLength,51
spareg,51
spoiler,51
spongecake,51
StratifiedBalancing,51
pdt,51
wpp2010,51
WSCdata,51
labstats,51
cycloids,51
mixRaschTools,51
KOR.addrlink,51
hydrogeo,51
photosynthesisLRC,51
PosiR,51
lubrilog,51
ipwErrorY,51
Modelcharts,51
fam.recrisk,51
blatr,51
LassoGEE,51
nsp,51
MASSTIMATE,51
PDM,51
powergrid,51
ewp,51
lognGPD,51
mmr,51
MOODE,51
multilaterals,51
multicastR,51
PHclust,51
tidyedgar,51
TimeTraits,51
TSE,51
uscongress,51
hellokitty,51
DiPhiSeq,51
vietnamcode,51
ElemStatLearn,51
rlinkedinads,51
interpolators,51
interpretR,51
lang,51
microbiomeMQC,51
OBRE,51
optionstrat,51
qardlr,51
SecretsProvider,51
tabbitR,51
wither,51
radir,51
googleComputeEngineR,51
r6qualitytools,51
TrackTrap,51
lassopv,51
vaersvax,51
heims,51
misuvi,51
mbrdr,51
cdlei,51
SpatGC,51
codexcopd,51
uniLasso,51
TSclust,51
stringstatic,51
tmpm,51
vaersNDvax,51
micvar,51
NU.Learning,51
tracheideR,51
VeccTMVN,51
hightR,51
scifigure,51
RKEELdata,51
sansa,51
sanzo,51
JoF,51
zmctp,51
ascentTraining,51
clusterindices,51
UNCOVER,51
inDAGO,51
SNVLFDR,51
ssmsn,51
raven.rdf,51
vamc,51
roger,51
validateIt,51
MiscMath,51
smof,51
vvmover,51
raqs,51
longitudinalData,51
r2shortcode,50
Qapprox,50
IDCard,50
dbw,50
dragonking,50
roundhouse,50
ORCME,50
woe,50
presmTP,50
PRANA,50
HSPOR,50
gek,50
importar,50
sanityTracker,50
ExpBites,50
scalablebayesm,50
mabacR,50
prolsirm,50
qcv,50
randomMachines,50
rangecondprob,50
rapidphylo,50
regreplaceR,50
regress3d,50
ReportSubtotal,50
rhoneycomb,50
rrda,50
rsdepth,50
PaLMr,50
pams,50
pixelpuzzle,50
poptrend,50
maxRgain,50
MHTrajectoryR,50
spdgp,50
ccss,50
riv,50
favnums,50
ggdmcPrior,50
GreedyExperimentalDesignJARs,50
SLIC,50
FinAna,50
RGAN,50
ROpenDota,50
rtype,50
SAMUR,50
sbde,50
SBSDiff,50
scriptuRs,50
ScreeNOT,50
SenSrivastava,50
shortcuts,50
simMetric,50
sqlHelpers,50
strata.MaxCombo,50
opImputation,50
overlapptest,50
Z10,50
kerndwd,50
NostalgiR,50
ptvalue,50
notionR,50
interim,50
mederrRank,50
rarestR,50
PolycrossDesigns,50
GeneF,50
mmpp,50
vizClust,50
sapevom,50
IVDML,50
GAIPE,50
FunWithNumbers,50
genstab,50
EPT,50
pattern.checks,50
ort,50
dtlscores,50
MultiLevelOptimalBayes,50
nlMS,50
OmegaG,50
RSquaredMI,50
tenispolaR,50
MultivariateTrendAnalysis,50
PhytoIn,50
survout,50
sulcimap,50
urlexplorer,50
pkgdown.offline,50
plantphysioR,50
PLIS,50
truncAIPW,50
RnavGraphImageData,50
lionfish,50
MDSGUI,50
qbinplots,50
r4subdata,50
RProbSup,50
MARSANNhybrid,50
md.log,50
impower133,50
WCluster,50
velociraptr,50
shinySearchbar,50
VICatMix,50
MixStable,50
clinsig,50
npregderiv,50
stablespec,50
trigpoints,50
zfit,50
ttcg,50
VDJgermlines,50
xtpqardl,50
proporz,50
stringformattr,50
KFPLS,50
glsm,50
statdecideR,50
ilabelled,50
ibmsunburst,50
tabit,50
sgapi,50
M3,50
raws.profile,50
wfg,50
ggResidpanel,50
GAS,50
BORT,50
guix.install,49
SEofM,49
jmetrik,49
EEML,49
evoFE,49
mineSweepR,49
govStatJPN,49
h0,49
PubMedWordcloud,49
pastboon,49
doubcens,49
tuckerR.mmgg,49
ofhsyn,49
TSMCP,49
PlotContour,49
ShinyBlock,49
sdam,49
profileCI,49
rmstBayespara,49
rregm,49
PerRegMod,49
pipefittr,49
poissoned,49
quRan,49
rasterKernelEstimates,49
Rdice,49
TimeVizPro,49
fcp,49
FKmL,49
RegEnRF,49
remulate,49
RSmallTelescopes,49
RSmartlyIO,49
RViennaCL,49
safeframe,49
SBI,49
sherlock,49
shinyTimer,49
slca,49
sparktex,49
sound,49
SRTtools,49
stevethemes,49
subrank,49
PROMETHEE,49
WgtEff,49
whereport,49
npDoseResponse,49
preputils,49
toscmask,49
lifx,49
plfMA,49
KDEmcmc,49
KnapsackSampling,49
makeFlow,49
genset,49
LGCU,49
pdfminer,49
POPInf,49
jellyfisher,49
password,49
mmtdiff,49
SurvImpute,49
yasp,49
postdoc,49
TSEwgt,49
utf8ify,49
NBBDesigns,49
costsensitive,49
PCAPAM50,49
indonesiaFootballScoutR,49
ineq.2d,49
trajmsm,49
TSMN,49
kappaGold,49
nifti.pbcor,49
PurpleAirAPI,49
pycno,49
ribiosUtils,49
oRus,49
foreSIGHT,49
PCS,49
helloJavaWorld,49
assertive.base,49
rmass2,49
piiR,49
mesonet,49
SILFS,49
TrustworthyMLR,49
clttools,49
occ,49
Ramble,49
torchopt,49
mirrorselect,49
TICM,49
transformerForecasting,49
transltr,49
xwf,49
NetPreProc,49
RCMsize,49
semTests,49
mHG,49
WA,49
ribiosIO,49
piecenorms,49
rspm,49
uncmbb,49
pii,49
GRCdesigns,48
CoxLikelihood,48
crookR,48
ZEP,48
overturemapsr,48
rdian,48
jetset,48
psvd,48
FunSurv,48
golfr,48
SIRthresholded,48
NPMLEcmprsk,48
energyGOF,48
RKelly,48
MVQuickGraphs,48
synthesizer,48
csmbuilder,48
r2stl,48
qadf,48
unitrootests,48
profrep,48
pseudoCure,48
rconvertu,48
reasonabletools,48
recmetrics,48
RCGLS,48
resizableSplitLayout,48
readmission,48
rmonocypher,48
RSE,48
palettesForR,48
persDx,48
msd,48
ppsbm,48
pql,48
pricelevels,48
potts,48
mfcurve,48
SCORPIUS,48
QuantileOnQuantile,48
finna,48
RandMeta,48
fmt,48
fsia,48
GPL2025,48
radviz3d,48
rgabriel,48
rivernet,48
RobustBF,48
RobustLinearReg,48
rslp,48
Rtnmin,48
SampleSizeCalculator,48
semaphore,48
snirh.lab,48
SoilFunctionality,48
TRD,48
SscSrs,48
stddiff.spark,48
steepness,48
strategicplayers,48
CDVI,48
OVL.CI,48
owdbr,48
parcr,48
YTAnalytics,48
markstat,48
TDSTNN,48
rpgconn,48
MarginalMaxTest,48
LogisticCurveFitting,48
ip2location.io,48
VectrixDB,48
GACFF,48
galisats,48
GephiForR,48
TFactSR,48
patternator,48
pretest,48
GLMMselect,48
SVMD,48
ordering,48
patchSynctex,48
PTwins,48
spcov,48
TSeriesMMA,48
mseapca,48
mwlaxeref,48
pkgverse,48
hdMTD,48
HYDROCAL,48
infiltrodiscR,48
SparseFunClust,48
IntervalQuestionStat,48
NPFD,48
ocrRBBR,48
OptimalSurrogate,48
plumberDeploy,48
pubmedtk,48
RCriteo,48
rcoder,48
Rnightly,48
jacpop,48
SwPcIndex,48
uptimeRobot,48
voson.tcn,48
idx2r,48
tableMatrix,48
transportr,48
zipangu,48
verbaliseR,48
tm1r,48
vov,48
vsmi,48
rmda,48
vcPB,48
scientoText,48
syntaxr,48
tumgr,48
MissingPlotRBD,48
wactor,48
httpproblems,47
MOM,47
iGSEA,47
tidycorrgram,47
LagSequential,47
santoku,47
elixir,47
gcor,47
governor,47
gym,47
siconvr,47
wilcoxmed,47
FSM,47
pwlapprox2d,47
MetaSubtract,47
sequential.pops,47
rLDCP,47
nbpInference,47
repec,47
ResIndex,47
RGN,47
rreg,47
mupet,47
ppmHR,47
PPTcirc,47
miapack,47
reactCheckbox,47
Rfractran,47
files,47
randgeo,47
spedecon,47
retel,47
rwisp,47
sdlrm,47
shinytesters,47
simTargetCov,47
SorptionAnalysis,47
SplitSplitPlot,47
SportsTour,47
Ssarkartrim,47
normalizeH,47
SECP,47
YPmodel,47
PDShiny,47
LqG,47
TITEgBOIN,47
slimrec,47
IndexNumberTools,47
joinless,47
GenTag,47
marima,47
html2R,47
MOsemiind,47
sealasso,47
